state,district,avg_demo,std_demo,obs_count,avg_minor_share,std_minor_share,cv_volume,cv_minor_share
100000,100000,1.0,0.0,2,0.0,0.0,0.0,0.0
Andaman And Nicobar Islands,Andamans,9.375,7.121681994471514,80,0.010747863247662182,0.0466079683885827,0.7596460794021919,4.336486879387112
Andaman And Nicobar Islands,Nicobar,13.338983050847459,50.58949399229309,59,0.0819526115500431,0.18047749001727337,3.7926050133709226,2.2022176765757586
Andaman And Nicobar Islands,Nicobars,1.3333333333333333,0.5773502691896258,3,0.0,0.0,0.43301270185974344,0.0
Andaman And Nicobar Islands,North And Middle Andaman,22.829545454545453,63.38900546296745,88,0.07166616389984753,0.15975485365610623,2.7766214438609764,2.229153128057002
Andaman And Nicobar Islands,South Andaman,42.0,56.68282393049619,88,0.11860401530724146,0.07914008269867805,1.3495910459609817,0.6672630975177429
Andhra Pradesh,Adilabad,321.8791208791209,454.8324437554469,91,0.09709677967411849,0.07181528886258141,1.4130535789741836,0.7396258560752398
Andhra Pradesh,Alluri Sitharama Raju,143.01111111111112,514.7183476458226,90,0.12684834084335794,0.05543624819317626,3.5991493503295504,0.4370277749074417
Andhra Pradesh,Anakapalli,144.7311827956989,329.22703081826654,93,0.12629572606513403,0.057107691989664554,2.2747484298720386,0.45217438248856634
Andhra Pradesh,Anantapur,747.2282608695652,2049.2890490765517,92,0.1673973386985711,0.10993584445818874,2.7425208017312896,0.6567359149626287
Andhra Pradesh,Ananthapur,329.95604395604397,966.9687104220532,91,0.2997754589064132,0.1604775172597366,2.930598569519089,0.5353257327722195
Andhra Pradesh,Ananthapuramu,587.6631578947369,1482.2366266036072,95,0.19620778756644622,0.07713320817474062,2.522255490566001,0.3931200136962315
Andhra Pradesh,Annamayya,350.5531914893617,889.2580647609515,94,0.14347444758266392,0.05687823927218414,2.5367279099145907,0.3964346278438872
Andhra Pradesh,Bapatla,143.7659574468085,282.26226748513096,94,0.1514264918918511,0.07441203233960199,1.963345652181727,0.49140696162733805
Andhra Pradesh,Chittoor,1774.0315789473684,4730.679919313095,95,0.19262493840564668,0.09856656926013499,2.6666266685736244,0.5117020154544816
Andhra Pradesh,Cuddapah,890.0744680851063,1920.7324501170147,94,0.15088204550237438,0.07416258177529401,2.15794578879342,0.4915268843235178
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,150.59574468085106,256.20398119798523,94,0.13017775788322228,0.07378506468428407,1.701269725388148,0.5668023925699636
Andhra Pradesh,East Godavari,1639.778947368421,4254.28231860094,95,0.14384509038766058,0.0625965823343382,2.5944242822656753,0.4351666234984078
Andhra Pradesh,Eluru,189.0752688172043,327.0989159180506,93,0.1292736895507393,0.05444571313669902,1.7299931290015138,0.42116623486028615
Andhra Pradesh,Guntur,1865.421052631579,4790.922943506387,95,0.14710439665612965,0.06992589235143702,2.56827965822917,0.47534875838796636
Andhra Pradesh,Hyderabad,397.86813186813185,696.5102249993852,91,0.13490541900523967,0.08365462725523602,1.7506057138299764,0.6200983460121574
Andhra Pradesh,K.V. Rangareddy,2.721311475409836,1.7993623642926366,61,0.1459797033509038,0.2942981520402878,0.6612114711916713,2.0160210295211813
Andhra Pradesh,K.V.Rangareddy,6.317073170731708,4.371281273252567,82,0.0895112302496029,0.1878518360706898,0.6919788888050893,2.098639861579371
Andhra Pradesh,Kakinada,300.7340425531915,708.0383042844641,94,0.1322779664269388,0.059675143403430546,2.3543669957450737,0.451134417698185
Andhra Pradesh,Karim Nagar,13.702380952380953,9.436892180257304,84,0.08445455581261507,0.1556159723153894,0.688704555287427,1.842600089880348
Andhra Pradesh,Karimnagar,113.52747252747253,101.02907619529257,91,0.11110844676857323,0.1054964409222817,0.8899086181166902,0.9494907353629937
Andhra Pradesh,Khammam,355.6923076923077,563.2412684593759,91,0.16599855964513582,0.1058507674565399,1.5835070263775581,0.6376607581358343
Andhra Pradesh,Krishna,1177.3578947368421,2578.7527288412443,95,0.14252035366698665,0.06742369107515218,2.1902878813391036,0.4730811374871157
Andhra Pradesh,Kurnool,1860.5157894736842,4547.429088643099,95,0.18147481835563817,0.07035313774195676,2.444176563494397,0.38767438006367094
Andhra Pradesh,Mahabub Nagar,140.8021978021978,81.72830596015068,91,0.037721237447437425,0.03728747316732507,0.5804476580323444,0.9885007913760289
Andhra Pradesh,Mahabubnagar,1.8,0.9908673886137246,45,0.14074074073151235,0.29506795045335726,0.550481882532598,2.0965354360795754
Andhra Pradesh,Mahbubnagar,109.96666666666667,138.32167768232833,90,0.14076669423180269,0.11039055699094798,1.2578509640697413,0.7842093438007801
Andhra Pradesh,Medak,142.45054945054946,171.0479636265976,91,0.1364529340896686,0.09396341630329169,1.2007532739342326,0.6886141134399002
Andhra Pradesh,N. T. R,405.0,1010.7728970754832,94,0.12778058994299182,0.05423357021540297,2.4957355483339105,0.42442729523440187
Andhra Pradesh,Nalgonda,327.95604395604397,308.48097049495476,91,0.06474697771856835,0.061508263288107656,0.9406168179544405,0.9499789080575143
Andhra Pradesh,Nandyal,288.0105263157895,831.3774969538262,95,0.16014529166850786,0.07397133061884348,2.8866219147906165,0.46190137594410213
Andhra Pradesh,Nellore,748.6043956043956,1757.1578116639316,91,0.12839384574204465,0.07093992539548337,2.3472448491903823,0.5525181127665305
Andhra Pradesh,Nizamabad,60.89010989010989,69.46373163176604,91,0.13694236261559958,0.10139498123061305,1.1408048327883646,0.7404208545838299
Andhra Pradesh,Palnadu,271.22340425531917,778.7611633574687,94,0.15284384631686077,0.06990446886251475,2.871290423831146,0.4573587390090919
Andhra Pradesh,Parvathipuram Manyam,99.90425531914893,200.54158226726116,94,0.16541500266928785,0.07737249840612942,2.0073377417850793,0.4677477684055328
Andhra Pradesh,Prakasam,1281.8936170212767,3065.8512770643483,94,0.15064787947206978,0.07477414635227124,2.39165811917232,0.49635047346616895
Andhra Pradesh,Rangareddi,244.67032967032966,369.99931095866924,91,0.16915814627446357,0.10042540363657101,1.5122361238367457,0.5936776075463748
Andhra Pradesh,Sri Potti Sriramulu Nellore,237.25806451612902,495.9115432874883,93,0.14212482830408601,0.06455487743260412,2.090177816710491,0.4542125268152527
Andhra Pradesh,Sri Sathya Sai,232.70526315789473,425.0536104781549,95,0.15699880243940784,0.07277241852217675,1.8265749760441201,0.4635221246602205
Andhra Pradesh,Srikakulam,1424.3473684210526,4544.127371623827,95,0.2144313188864037,0.09805774253965564,3.1903224398559873,0.4572920737659274
Andhra Pradesh,Tirupati,349.5425531914894,861.1529364115211,94,0.138119925643571,0.054414145799504765,2.463656938328509,0.3939630397755086
Andhra Pradesh,Visakhapatnam,1654.6631578947367,4392.433108054647,95,0.15004809134527775,0.05365953856740145,2.6545784180285783,0.35761560210828125
Andhra Pradesh,Vizianagaram,839.2234042553191,2350.496525693202,94,0.16779111374725278,0.07397370673906889,2.8007995413076254,0.44086784480380903
Andhra Pradesh,Warangal,382.04395604395603,718.618472596905,91,0.11957717273529192,0.08811160679906546,1.8809837486711511,0.7368597593491546
Andhra Pradesh,West Godavari,1334.8,3186.9301930414404,95,0.12797903677579722,0.05876233447849227,2.387571316332935,0.45915593610475997
